OccurrenceYear,OccurrenceMonth,OccurrenceDatePart,GridID,IsWeekend,X_centroid,Y_centroid,PredictedNumberOfIncidents,geometry
2023,11,3,16,1.0,-111.94237413078564,33.37192346207148,10.64885549147601,"POLYGON ((-111.9351540311428 33.361546770857196, -111.9351540311428 33.38230015328576, -111.94959423042852 33.38230015328576, -111.94959423042852 33.361546770857196, -111.9351540311428 33.361546770857196))"
2023,11,3,17,1.0,-111.94237413078564,33.392676844500045,12.424607810574894,"POLYGON ((-111.9351540311428 33.38230015328576, -111.9351540311428 33.40305353571433, -111.94959423042852 33.40305353571433, -111.94959423042852 33.38230015328576, -111.9351540311428 33.38230015328576))"
2023,11,3,18,1.0,-111.94237413078564,33.41343022692861,22.02115507920359,"POLYGON ((-111.9351540311428 33.40305353571433, -111.9351540311428 33.423806918142894, -111.94959423042852 33.423806918142894, -111.94959423042852 33.40305353571433, -111.9351540311428 33.40305353571433))"
2023,11,3,19,1.0,-111.94237413078568,33.43418360935718,36.67221546288072,"POLYGON ((-111.9351540311428 33.423806918142894, -111.9351540311428 33.44456030057147, -111.94959423042852 33.44456030057147, -111.94959423042852 33.423806918142894, -111.9351540311428 33.423806918142894))"
2023,11,3,20,1.0,-111.94237413078564,33.45493699178575,2.497868911725997,"POLYGON ((-111.9351540311428 33.44456030057147, -111.9351540311428 33.46531368300003, -111.94959423042852 33.46531368300003, -111.94959423042852 33.44456030057147, -111.9351540311428 33.44456030057147))"
2023,11,3,21,1.0,-111.92793393149996,33.33041669721434,3.2839675164772566,"POLYGON ((-111.9207138318571 33.320040006000056, -111.9207138318571 33.34079338842862, -111.9351540311428 33.34079338842862, -111.9351540311428 33.320040006000056, -111.9207138318571 33.320040006000056))"
2023,11,3,22,1.0,-111.92793393149996,33.35117007964291,3.750805839238853,"POLYGON ((-111.9207138318571 33.34079338842862, -111.9207138318571 33.361546770857196, -111.9351540311428 33.361546770857196, -111.9351540311428 33.34079338842862, -111.9207138318571 33.34079338842862))"
2023,11,3,23,1.0,-111.92793393149996,33.371923462071486,10.66704463302021,"POLYGON ((-111.9207138318571 33.361546770857196, -111.9207138318571 33.38230015328576, -111.9351540311428 33.38230015328576, -111.9351540311428 33.361546770857196, -111.9207138318571 33.361546770857196))"
2023,11,3,24,1.0,-111.92793393149996,33.392676844500045,11.068703552215014,"POLYGON ((-111.9207138318571 33.38230015328576, -111.9207138318571 33.40305353571433, -111.9351540311428 33.40305353571433, -111.9351540311428 33.38230015328576, -111.9207138318571 33.38230015328576))"
2023,11,3,25,1.0,-111.92793393149996,33.41343022692861,20.717500723652943,"POLYGON ((-111.9207138318571 33.40305353571433, -111.9207138318571 33.423806918142894, -111.9351540311428 33.423806918142894, -111.9351540311428 33.40305353571433, -111.9207138318571 33.40305353571433))"
2023,11,3,26,1.0,-111.92793393149996,33.43418360935718,16.256432364513365,"POLYGON ((-111.9207138318571 33.423806918142894, -111.9207138318571 33.44456030057147, -111.9351540311428 33.44456030057147, -111.9351540311428 33.423806918142894, -111.9207138318571 33.423806918142894))"
2023,11,3,27,1.0,-111.92793393149996,33.45493699178575,10.10043228445372,"POLYGON ((-111.9207138318571 33.44456030057147, -111.9207138318571 33.46531368300003, -111.9351540311428 33.46531368300003, -111.9351540311428 33.44456030057147, -111.9207138318571 33.44456030057147))"
2023,11,3,28,1.0,-111.91349373221423,33.33041669721434,2.313254765731424,"POLYGON ((-111.90627363257138 33.320040006000056, -111.90627363257138 33.34079338842862, -111.9207138318571 33.34079338842862, -111.9207138318571 33.320040006000056, -111.90627363257138 33.320040006000056))"
2023,11,3,29,1.0,-111.91349373221423,33.35117007964291,3.124944308172276,"POLYGON ((-111.90627363257138 33.34079338842862, -111.90627363257138 33.361546770857196, -111.9207138318571 33.361546770857196, -111.9207138318571 33.34079338842862, -111.90627363257138 33.34079338842862))"
2023,11,3,30,1.0,-111.91349373221423,33.37192346207148,7.640724670943143,"POLYGON ((-111.90627363257138 33.361546770857196, -111.90627363257138 33.38230015328576, -111.9207138318571 33.38230015328576, -111.9207138318571 33.361546770857196, -111.90627363257138 33.361546770857196))"
2023,11,3,31,1.0,-111.91349373221423,33.392676844500045,8.271915405507237,"POLYGON ((-111.90627363257138 33.38230015328576, -111.90627363257138 33.40305353571433, -111.9207138318571 33.40305353571433, -111.9207138318571 33.38230015328576, -111.90627363257138 33.38230015328576))"
2023,11,3,32,1.0,-111.91349373221423,33.41343022692861,28.423449046071863,"POLYGON ((-111.90627363257138 33.40305353571433, -111.90627363257138 33.423806918142894, -111.9207138318571 33.423806918142894, -111.9207138318571 33.40305353571433, -111.90627363257138 33.40305353571433))"
2023,11,3,33,1.0,-111.91349373221423,33.43418360935718,6.252571769665007,"POLYGON ((-111.90627363257138 33.423806918142894, -111.90627363257138 33.44456030057147, -111.9207138318571 33.44456030057147, -111.9207138318571 33.423806918142894, -111.90627363257138 33.423806918142894))"
2023,11,3,34,1.0,-111.91349373221423,33.45493699178575,2.1309170290183546,"POLYGON ((-111.90627363257138 33.44456030057147, -111.90627363257138 33.46531368300003, -111.9207138318571 33.46531368300003, -111.9207138318571 33.44456030057147, -111.90627363257138 33.44456030057147))"
2023,11,3,35,1.0,-111.8990535329285,33.33041669721434,1.340849866074309,"POLYGON ((-111.89183343328567 33.320040006000056, -111.89183343328567 33.34079338842862, -111.90627363257138 33.34079338842862, -111.90627363257138 33.320040006000056, -111.89183343328567 33.320040006000056))"
2023,11,3,36,1.0,-111.8990535329285,33.35117007964291,1.9303626273972552,"POLYGON ((-111.89183343328567 33.34079338842862, -111.89183343328567 33.361546770857196, -111.90627363257138 33.361546770857196, -111.90627363257138 33.34079338842862, -111.89183343328567 33.34079338842862))"
2023,11,3,37,1.0,-111.8990535329285,33.37192346207148,3.83341486059889,"POLYGON ((-111.89183343328567 33.361546770857196, -111.89183343328567 33.38230015328576, -111.90627363257138 33.38230015328576, -111.90627363257138 33.361546770857196, -111.89183343328567 33.361546770857196))"
2023,11,3,38,1.0,-111.8990535329285,33.392676844500045,4.649075216258696,"POLYGON ((-111.89183343328567 33.38230015328576, -111.89183343328567 33.40305353571433, -111.90627363257138 33.40305353571433, -111.90627363257138 33.38230015328576, -111.89183343328567 33.38230015328576))"
2023,11,3,39,1.0,-111.8990535329285,33.41343022692861,18.774638828185168,"POLYGON ((-111.89183343328567 33.40305353571433, -111.89183343328567 33.423806918142894, -111.90627363257138 33.423806918142894, -111.90627363257138 33.40305353571433, -111.89183343328567 33.40305353571433))"
2023,11,3,40,1.0,-111.8990535329285,33.43418360935718,5.386355978400679,"POLYGON ((-111.89183343328567 33.423806918142894, -111.89183343328567 33.44456030057147, -111.90627363257138 33.44456030057147, -111.90627363257138 33.423806918142894, -111.89183343328567 33.423806918142894))"
2023,11,3,41,,,,0.0,"POLYGON ((-111.87739323399995 33.361546770857196, -111.87739323399995 33.38230015328576, -111.89183343328567 33.38230015328576, -111.89183343328567 33.361546770857196, -111.87739323399995 33.361546770857196))"
2023,11,3,42,1.0,-111.88461333364285,33.392676844500045,3.249903292453467,"POLYGON ((-111.87739323399995 33.38230015328576, -111.87739323399995 33.40305353571433, -111.89183343328567 33.40305353571433, -111.89183343328567 33.38230015328576, -111.87739323399995 33.38230015328576))"
2023,11,3,43,1.0,-111.88461333364285,33.41343022692861,5.402392181217157,"POLYGON ((-111.87739323399995 33.40305353571433, -111.87739323399995 33.423806918142894, -111.89183343328567 33.423806918142894, -111.89183343328567 33.40305353571433, -111.87739323399995 33.40305353571433))"
2023,11,3,44,1.0,-111.88461333364282,33.43418360935718,2.9924212967317896,"POLYGON ((-111.87739323399995 33.423806918142894, -111.87739323399995 33.44456030057147, -111.89183343328567 33.44456030057147, -111.89183343328567 33.423806918142894, -111.87739323399995 33.423806918142894))"
2023,11,4,1,1.0,-111.97125452935708,33.33041669721434,1.9129844900341824,"POLYGON ((-111.96403442971423 33.320040006000056, -111.96403442971423 33.34079338842862, -111.97847462899995 33.34079338842862, -111.97847462899995 33.320040006000056, -111.96403442971423 33.320040006000056))"
2023,11,4,2,1.0,-111.97125452935708,33.35117007964291,2.543106782834556,"POLYGON ((-111.96403442971423 33.34079338842862, -111.96403442971423 33.361546770857196, -111.97847462899995 33.361546770857196, -111.97847462899995 33.34079338842862, -111.96403442971423 33.34079338842862))"
2023,11,4,3,1.0,-111.97125452935708,33.37192346207148,6.762160571869575,"POLYGON ((-111.96403442971423 33.361546770857196, -111.96403442971423 33.38230015328576, -111.97847462899995 33.38230015328576, -111.97847462899995 33.361546770857196, -111.96403442971423 33.361546770857196))"
2023,11,4,4,1.0,-111.97125452935708,33.392676844500045,5.816237140017405,"POLYGON ((-111.96403442971423 33.38230015328576, -111.96403442971423 33.40305353571433, -111.97847462899995 33.40305353571433, -111.97847462899995 33.38230015328576, -111.96403442971423 33.38230015328576))"
2023,11,4,5,1.0,-111.97125452935708,33.41343022692861,6.929681161925619,"POLYGON ((-111.96403442971423 33.40305353571433, -111.96403442971423 33.423806918142894, -111.97847462899995 33.423806918142894, -111.97847462899995 33.40305353571433, -111.96403442971423 33.40305353571433))"
2023,11,4,6,,,,0.0,"POLYGON ((-111.96403442971423 33.423806918142894, -111.96403442971423 33.44456030057147, -111.97847462899995 33.44456030057147, -111.97847462899995 33.423806918142894, -111.96403442971423 33.423806918142894))"
2023,11,4,7,1.0,-111.95681433007135,33.33041669721434,2.6221229656010365,"POLYGON ((-111.94959423042852 33.320040006000056, -111.94959423042852 33.34079338842862, -111.96403442971423 33.34079338842862, -111.96403442971423 33.320040006000056, -111.94959423042852 33.320040006000056))"
2023,11,4,8,1.0,-111.95681433007138,33.35117007964291,7.989806648298296,"POLYGON ((-111.94959423042852 33.34079338842862, -111.94959423042852 33.361546770857196, -111.96403442971423 33.361546770857196, -111.96403442971423 33.34079338842862, -111.94959423042852 33.34079338842862))"
2023,11,4,9,1.0,-111.95681433007135,33.37192346207148,11.318525198623398,"POLYGON ((-111.94959423042852 33.361546770857196, -111.94959423042852 33.38230015328576, -111.96403442971423 33.38230015328576, -111.96403442971423 33.361546770857196, -111.94959423042852 33.361546770857196))"
2023,11,4,10,1.0,-111.95681433007135,33.392676844500045,8.998776949282036,"POLYGON ((-111.94959423042852 33.38230015328576, -111.94959423042852 33.40305353571433, -111.96403442971423 33.40305353571433, -111.96403442971423 33.38230015328576, -111.94959423042852 33.38230015328576))"
2023,11,4,11,1.0,-111.95681433007135,33.41343022692861,15.199231952316968,"POLYGON ((-111.94959423042852 33.40305353571433, -111.94959423042852 33.423806918142894, -111.96403442971423 33.423806918142894, -111.96403442971423 33.40305353571433, -111.94959423042852 33.40305353571433))"
2023,11,4,12,1.0,-111.95681433007138,33.43418360935718,9.222649704260109,"POLYGON ((-111.94959423042852 33.423806918142894, -111.94959423042852 33.44456030057147, -111.96403442971423 33.44456030057147, -111.96403442971423 33.423806918142894, -111.94959423042852 33.423806918142894))"
2023,11,4,13,1.0,-111.95681433007135,33.45493699178575,1.5583974788968369,"POLYGON ((-111.94959423042852 33.44456030057147, -111.94959423042852 33.46531368300003, -111.96403442971423 33.46531368300003, -111.96403442971423 33.44456030057147, -111.94959423042852 33.44456030057147))"
2023,11,4,14,,,,0.0,"POLYGON ((-111.9351540311428 33.320040006000056, -111.9351540311428 33.34079338842862, -111.94959423042852 33.34079338842862, -111.94959423042852 33.320040006000056, -111.9351540311428 33.320040006000056))"
2023,11,4,15,1.0,-111.94237413078568,33.35117007964291,3.0322465584591933,"POLYGON ((-111.9351540311428 33.34079338842862, -111.9351540311428 33.361546770857196, -111.94959423042852 33.361546770857196, -111.94959423042852 33.34079338842862, -111.9351540311428 33.34079338842862))"
2023,11,4,16,1.0,-111.94237413078564,33.37192346207148,10.64885549147601,"POLYGON ((-111.9351540311428 33.361546770857196, -111.9351540311428 33.38230015328576, -111.94959423042852 33.38230015328576, -111.94959423042852 33.361546770857196, -111.9351540311428 33.361546770857196))"
2023,11,4,17,1.0,-111.94237413078564,33.392676844500045,12.424607810574894,"POLYGON ((-111.9351540311428 33.38230015328576, -111.9351540311428 33.40305353571433, -111.94959423042852 33.40305353571433, -111.94959423042852 33.38230015328576, -111.9351540311428 33.38230015328576))"
2023,11,4,18,1.0,-111.94237413078564,33.41343022692861,22.02115507920359,"POLYGON ((-111.9351540311428 33.40305353571433, -111.9351540311428 33.423806918142894, -111.94959423042852 33.423806918142894, -111.94959423042852 33.40305353571433, -111.9351540311428 33.40305353571433))"
2023,11,4,19,1.0,-111.94237413078568,33.43418360935718,36.67221546288072,"POLYGON ((-111.9351540311428 33.423806918142894, -111.9351540311428 33.44456030057147, -111.94959423042852 33.44456030057147, -111.94959423042852 33.423806918142894, -111.9351540311428 33.423806918142894))"
2023,11,4,20,1.0,-111.94237413078564,33.45493699178575,2.497868911725997,"POLYGON ((-111.9351540311428 33.44456030057147, -111.9351540311428 33.46531368300003, -111.94959423042852 33.46531368300003, -111.94959423042852 33.44456030057147, -111.9351540311428 33.44456030057147))"
2023,11,4,21,1.0,-111.92793393149996,33.33041669721434,3.2839675164772566,"POLYGON ((-111.9207138318571 33.320040006000056, -111.9207138318571 33.34079338842862, -111.9351540311428 33.34079338842862, -111.9351540311428 33.320040006000056, -111.9207138318571 33.320040006000056))"
2023,11,4,22,,,,0.0,"POLYGON ((-111.9207138318571 33.34079338842862, -111.9207138318571 33.361546770857196, -111.9351540311428 33.361546770857196, -111.9351540311428 33.34079338842862, -111.9207138318571 33.34079338842862))"
2023,11,4,23,1.0,-111.92793393149996,33.371923462071486,10.66704463302021,"POLYGON ((-111.9207138318571 33.361546770857196, -111.9207138318571 33.38230015328576, -111.9351540311428 33.38230015328576, -111.9351540311428 33.361546770857196, -111.9207138318571 33.361546770857196))"
2023,11,4,24,1.0,-111.92793393149996,33.392676844500045,11.068703552215014,"POLYGON ((-111.9207138318571 33.38230015328576, -111.9207138318571 33.40305353571433, -111.9351540311428 33.40305353571433, -111.9351540311428 33.38230015328576, -111.9207138318571 33.38230015328576))"
2023,11,4,25,1.0,-111.92793393149996,33.41343022692861,20.717500723652943,"POLYGON ((-111.9207138318571 33.40305353571433, -111.9207138318571 33.423806918142894, -111.9351540311428 33.423806918142894, -111.9351540311428 33.40305353571433, -111.9207138318571 33.40305353571433))"
2023,11,4,26,1.0,-111.92793393149996,33.43418360935718,16.256432364513365,"POLYGON ((-111.9207138318571 33.423806918142894, -111.9207138318571 33.44456030057147, -111.9351540311428 33.44456030057147, -111.9351540311428 33.423806918142894, -111.9207138318571 33.423806918142894))"
2023,11,4,27,1.0,-111.92793393149996,33.45493699178575,10.10043228445372,"POLYGON ((-111.9207138318571 33.44456030057147, -111.9207138318571 33.46531368300003, -111.9351540311428 33.46531368300003, -111.9351540311428 33.44456030057147, -111.9207138318571 33.44456030057147))"
2023,11,4,28,1.0,-111.91349373221423,33.33041669721434,2.313254765731424,"POLYGON ((-111.90627363257138 33.320040006000056, -111.90627363257138 33.34079338842862, -111.9207138318571 33.34079338842862, -111.9207138318571 33.320040006000056, -111.90627363257138 33.320040006000056))"
2023,11,4,29,1.0,-111.91349373221423,33.35117007964291,3.124944308172276,"POLYGON ((-111.90627363257138 33.34079338842862, -111.90627363257138 33.361546770857196, -111.9207138318571 33.361546770857196, -111.9207138318571 33.34079338842862, -111.90627363257138 33.34079338842862))"
2023,11,4,30,1.0,-111.91349373221423,33.37192346207148,7.640724670943143,"POLYGON ((-111.90627363257138 33.361546770857196, -111.90627363257138 33.38230015328576, -111.9207138318571 33.38230015328576, -111.9207138318571 33.361546770857196, -111.90627363257138 33.361546770857196))"
2023,11,4,31,1.0,-111.91349373221423,33.392676844500045,8.271915405507237,"POLYGON ((-111.90627363257138 33.38230015328576, -111.90627363257138 33.40305353571433, -111.9207138318571 33.40305353571433, -111.9207138318571 33.38230015328576, -111.90627363257138 33.38230015328576))"
2023,11,4,32,1.0,-111.91349373221423,33.41343022692861,28.423449046071863,"POLYGON ((-111.90627363257138 33.40305353571433, -111.90627363257138 33.423806918142894, -111.9207138318571 33.423806918142894, -111.9207138318571 33.40305353571433, -111.90627363257138 33.40305353571433))"
2023,11,4,33,1.0,-111.91349373221423,33.43418360935718,6.252571769665007,"POLYGON ((-111.90627363257138 33.423806918142894, -111.90627363257138 33.44456030057147, -111.9207138318571 33.44456030057147, -111.9207138318571 33.423806918142894, -111.90627363257138 33.423806918142894))"
2023,11,4,34,1.0,-111.91349373221423,33.45493699178575,2.1309170290183546,"POLYGON ((-111.90627363257138 33.44456030057147, -111.90627363257138 33.46531368300003, -111.9207138318571 33.46531368300003, -111.9207138318571 33.44456030057147, -111.90627363257138 33.44456030057147))"
2023,11,4,35,,,,0.0,"POLYGON ((-111.89183343328567 33.320040006000056, -111.89183343328567 33.34079338842862, -111.90627363257138 33.34079338842862, -111.90627363257138 33.320040006000056, -111.89183343328567 33.320040006000056))"
2023,11,4,36,1.0,-111.8990535329285,33.35117007964291,1.9303626273972552,"POLYGON ((-111.89183343328567 33.34079338842862, -111.89183343328567 33.361546770857196, -111.90627363257138 33.361546770857196, -111.90627363257138 33.34079338842862, -111.89183343328567 33.34079338842862))"
2023,11,4,37,1.0,-111.8990535329285,33.37192346207148,3.83341486059889,"POLYGON ((-111.89183343328567 33.361546770857196, -111.89183343328567 33.38230015328576, -111.90627363257138 33.38230015328576, -111.90627363257138 33.361546770857196, -111.89183343328567 33.361546770857196))"
2023,11,4,38,1.0,-111.8990535329285,33.392676844500045,4.649075216258696,"POLYGON ((-111.89183343328567 33.38230015328576, -111.89183343328567 33.40305353571433, -111.90627363257138 33.40305353571433, -111.90627363257138 33.38230015328576, -111.89183343328567 33.38230015328576))"
2023,11,4,39,1.0,-111.8990535329285,33.41343022692861,18.774638828185168,"POLYGON ((-111.89183343328567 33.40305353571433, -111.89183343328567 33.423806918142894, -111.90627363257138 33.423806918142894, -111.90627363257138 33.40305353571433, -111.89183343328567 33.40305353571433))"
